,sentence1,sentence2,label
13363,怎么样让自己力气变大,怎么才能让自己的力气变大,1
13364,人物角色疯狂猜图答案,疯狂猜图答案人物角色,1
13365,什么动漫好看热血,有什么好看的动漫热血的？,1
13366,什么品牌的手机电池最耐用？,什么品牌手机电池最耐用,1
13367,搜狗输入法键盘上的顿号怎么打,搜狗输入法小键盘怎么选字,0
13368,羊肚蘑怎么吃,羊肚菌怎样才是好的,0
13369,牙膏这样是过期了吗,牙膏会过期吗,0
13370,我和一个妓男的真实故事,一个真实的故事,1
13371,山西大学商务学院招生,山西大学商务学院简介,0
13372,运动袜子什么牌子的好,什么牌子的纯棉袜子好,0
13373,学园默示录第二季什么时候出,学园默示录第二季什么时候出？,1
13374,阳澄湖大闸蟹怎么吃呢,阳澄湖大闸蟹怎么蒸,1
13375,霁月光风？猜什么生肖,霁月光风指什么生肖,1
13376,海洋之星技巧,金碧海洋之星度假酒店,0
13377,怎样去爱一个女人,如何爱一个女人,1
13378,如何让电脑恢复出厂设置。,怎么让电脑恢复出厂设置？,1
13379,赛尔号布莱克的英文名是什么,赛尔号中布莱克的cp到底定没定下来,0
13380,怎样按摩才能使胸部变大,怎样按摩胸部可以使之变大,1
13381,泉州是属于哪个省？,泉州是哪个省的,1
13382,麻辣女兵有第二部吗,麻辣女兵还拍第二部吗,1
13383,如何打开电脑的主机箱？,如何打开电脑机箱,1
13384,淘宝的淘金币有什么用？,在淘宝实名认证后有什么用？,0
13385,谁有刷空间人气的软件,谁有刷空间人气软件啊,1
13386,那个大道上是否有一个环球美容美发学校？,郑州标榜美发学校和环球美容美发学校哪个好一些,0
13387,怎么减掉肚腩？,如何减掉肚腩,1
13388,五行缺金的男孩起什么名字好，姓张,李姓男孩起名字，五行缺金，,0
13389,怎样快速弄到钱,怎样快速瘦臀,0
13390,出轨的男人能原谅吗？,男人出轨可以原谅吗？,1
13391,淘宝刷钻平台哪个好？,4淘宝刷钻平台哪个好？,1
13392,怎样申请小米帐号,怎样申请小米帐号？,1
13393,红颜和蓝颜分别指什么？,什么是红颜？什么是蓝颜？,1
13394,赛尔号VS洛克王国,洛克王国V赛尔号,1
13395,微信里表情都是什么意思,微信里所有表情什么意思,1
13396,井柏然付辛博,付辛博和井柏然哪个好,1
13397,时空猎人怎样刷王者宝石,时空猎人王者宝石怎么刷？,1
13398,别克是哪个国家出的,别克是哪个国家产的,1
13399,‘滚犊子’是什么意思？,滚犊子是什么意思,1
13400,这首歌叫什么我只知道歌词？,我知道他不爱我这是哪首歌的歌词,0
13401,我姓周他姓杨的情侣网名,求男网名和女网名《雨汐》情侣,0
13402,婴儿帽怎么做,我想减婴儿肥怎么减,0
13403,什么动画片最好看？,什么动画片好看,1
13404,用什么蒸包子,什么叫包子萌？,0
13405,如果老师批评你，你会怎样,你又被老师批评过吗,0
13406,哪里有好点的淘宝导航网站啊?,哪里有好点的购物网站的导航呢,0
13407,变面膜有什么效果？,贴面膜什么时候效果好？,0
13408,求一部动画片,求一部老的动画片,1
13409,什么般的云彩,什么的云彩？,1
13410,什么牌子的电脑音箱好,电脑音箱什么牌子好,1
13411,反流性食管炎有什么症状？,反流性食管炎及症状都是什么,1
13412,为什么我的世界没有声音,我的世界为什么没有声音。,1
13413,前鼻音是什么?后鼻音是什么?,前鼻音是什么？后鼻音是什么？,1
13414,上一半下一半猜字谜,独木桥上一头牛，打一字。,0
13415,马桶堵住了怎么办,落枕了怎么办,0
13416,如何让图片传到网上,怎么样把自己做的图片传到网上去,0
13417,抱歉，打错字了。您好，请问绑定的手机号是什么？,很抱歉，请问您的手机是什么手机呢？,0
13418,这个狗狗是什么品种？,这只狗狗是什么品种的？,1
13419,给个身份证号码和姓名,身份证号码和姓名,1
13420,怎样才算成熟？,怎么才能变成熟？,0
13421,菊花在什么季节开？,菊花是什么季节时候开的,1
13422,支付宝是没有这个活动的哈,支付宝没有这个活动的,1
13423,我的世界岩浆有什么用,《我的世界》猪吃什么东西？,0
13424,请问您在操作绑定银行卡的时候页面有什么提示吗？,您好，请问绑定银行卡操作的时候页面显示什么？,1
13425,怎么把影音先锋下载好的片存到手机里,手机版影音先锋怎么边下载边观看,0
13426,这个是酒窝还是梨涡,我的是梨涡还是酒窝？,1
13427,请问ぶわけ是什么意思啊。,请问〈谟迪〉是什么意思？,0
13428,如何能够让眉毛长出来,怎样让眉毛长出来,1
13429,中国第五个直辖市。,中国第五个直辖市是哪个,1
13430,怎样可以让一棵树死,怎样让一棵树死,1
13431,手机屏幕有一块不好使了。,手机屏幕上有一块水渍怎么办？,0
13432,怎么快速瘦腿？,怎么样才能快速瘦腿,1
13433,怎么下载星影联盟,星影联盟怎么下载,1
13434,学而不厌的而是什么意思啊，,学而不厌的厌是什么意思,0
13435,元素周期表什么时候教,元素周期表是什么？,0
13436,什么棋牌游戏好玩,什么棋牌游戏好玩？,1
13437,张杰这个是什么发型啊，,张杰这就是爱的发型是什么？,0
13438,哪有游戏视频下载,多多视频游戏下载,0
13439,淡粉色陪什么浅颜色好看？,粉色配什么颜色好看,0
13440,有什么方法丰胸？,有什么好方法可以丰胸的。,1
13441,搜狗输入法问题,搜狗输入法的问题.,1
13442,收费传奇外挂哪个好,传奇外挂收费版哪个好,1
13443,谁喜欢张杰,大家好，张杰喜欢谁，,0
13444,我的世界城市版在那里下载,我的世界怎么下载城市吧？,1
13445,杜海涛和吴昕结婚了吗,吴昕海涛结婚了吗,1
13446,吃黑芝麻好还是白芝麻好,吃牛奶好还是奶粉好,0
13447,您好，这边核实是成功了的，建议对方登陆一下该支付宝账户，核实一下资金的,这边建议您换个时间段操作的，您的支付宝账户状态确实是正常的，，,0
13448,2008南京财经大学红山学院最低录取线,南京财经大学红山学院专转本,0
13449,土豆网看不了视频,土豆网的视频播不了,1
13450,用什么酸奶最好,酸奶一般什么时候喝最好？,0
13451,用手机看直播，哪个软件好,手机直播软件哪个好,1
13452,你们觉得哪个女明星最漂亮？,你们觉得哪个女明星最漂亮,1
13453,谁会刷超级会员，怎么刷的,怎么刷超级会员之类的,1
13454,这篇文章是按什么顺序写的？,这篇文章是按照什么顺序写的？,1
13455,海信液晶电视质量到底怎么样,海信42寸电视质量怎么样,1
13456,词语补充百什么一什么,什么民什么义补充词语,0
13457,跨专业考研难吗?计算机专业想考西方经济学,跨专业考研考计算机专业难吗？,0
13458,什么中什么智的成语,什么呼什么唤是哪个成语？,0
13459,郭德纲全本张广泰下载,全本张广泰郭德纲下载,1
13460,各位使用后比较，哪种翻译软件比较好,现在使用哪种在线翻译的软件比较好,1
13461,梦幻西游怎么刷成就点,梦幻西游小号怎么刷成就,0
13462,形容品德高尚成语,形容人品德高尚的成语,1
13463,这是什么品种的狗狗,这是什么品种的狗狗？趴蹄了吗,1
13464,圣诞节会放假吗,圣诞节会放假吗？,1
13465,谁能帮我看看这是什么石头,看看这是什么石头,1
13466,十二生肖什么动物一物降一物,一物降一物属什么生肖,1
13467,拿什么东西不用手？,什么东西是不用手拿的,1
13468,斜刘海适合扎什么样的发型,齐刘海适合什么样的发型？,0
13469,哪部电视剧好看？,哪部电视剧好看,1
13470,郴州明星学校复读班和郴州苏仙预科学校哪个好?,湖南郴州一中与郴州明星学校哪个好?,0
13471,书旗网免费小说阅读,找阅读小说网免费小说,0
13472,大学生兼职做什么赚钱？,大学生做什么兼职好，赚钱？,1
13473,什么手机输入法好用呀,请问什么手机输入法比较好用,1
13474,怎么到微店买东西,怎么在微店买东西,1
13475,关于异地补办身份证,身份证异地补办,1
13476,哪里有游戏充值卡卖,在哪里买游戏充值卡？,1
13477,梅超风的老公叫什么呢？,梅超风老公叫啥来着？,1
13478,孕妇可以吃杨梅吗,孕妇可以吃杨梅,1
13479,怎么样才能长生不死？,怎样可以赚取更多的金币啊,0
13480,丰胸最好的方法，丰胸安全吗？,假体丰胸用的方法是什么？假体丰胸手术安全吗,0
13481,安利是什么？,什么是安利,1
13482,人之中的之是什么意思？,遂以还之中的遂的意思,0
13483,世界上最厉害的动物是什么,世界上最好吃的鱼是什么鱼？,0
13484,国产最好的手机是什么牌子,世界上最好的手机是什么牌子的,0
13485,QQ账号怎么申请陌陌账号啊,陌陌账号功能受限，该怎么恢复。,0
13486,汪苏泷小星星吉他谱,小星星汪苏泷吉他谱,1
13487,学厨师哪家强,学厨师哪家好,1
13488,网上被骗怎么举报？,淘宝助理和抓抓怎么用啊,0
13489,你在哪呢用广东话怎么说,广东话这些怎么说,0
13490,培根是什么,培根沫是什么,0
13491,求触手小电影,求触手电影啊,1
13492,手机怎么查运行内存,手机怎么免费刷话费,0
13493,乳腺增生的早期症状有什么？,乳腺增生的早期症状是什么样的？,1
13494,这猫什么品种？,这猫的品种,1
13495,农业银行网上银行手机转账怎么激活,手机银行怎么转账农业银行,0
13496,魔幻陀螺在哪里卖,那里买魔幻陀螺,1
13497,电脑端登录支付宝账户，点击账户通，添加银行卡,麻烦您在电脑端登陆邮箱支付宝账户看看是否是开通短信校验和开通的时间,0
13498,手机版我的世界怎么换材质包？要有下载地址,用什么软件下载我的世界材质包?是手机安卓的,0
13499,买火车票可以用临时身份证吗？,临时身份证可以买火车票吗？,1
13500,三更半夜打麻将什么生肖,"三更半夜打麻将,形容什么生肖",1
13501,最近刚公测的免费网游,最近有没有新公测的网游。,0
13502,这是什么牌子的包包？,这是什么牌子的包包！,1
13503,我女朋友从来不主动联系我,女朋友从来不主动联系我,1
13504,如何练身体协调性,怎样练身体协调性？,1
13505,怎样取个好听的名字?,怎样给公司取个好名字,0
13506,小二需要核实您的身份信息的，请您提供一下的，麻烦了。,您好，您提供的身份信息系统无法检测您的身份信息，辛苦您了,0
13507,我的世界修改器在哪里下载？,我的世界修改器可以下载吗,1
13508,无价之宝的之是什么意思,无价之宝意思是什么,0
13509,生菠萝蜜怎么吃,菠萝蜜的核怎么吃,0
13510,豆腐皮怎么吃,怎么能把豆腐皮鲁的劲道,0
13511,上海哪些公园,上海公园哪个好,1
13512,一对兄弟说哥们打一成语,两兄弟结婚打一成语,0
13513,未来的计算机会发展成什么样？,未来五十年后计算机会是什么样子?,0
13514,为何要去旅游,我要去旅游啦,0
13515,马克思和恩格斯分别是哪国人,马克思是哪国人？恩格斯呢？,1
13516,在淘宝上卖什么好？,您是在淘宝上卖什么的？,0
13517,这个字符是什么意思,这个个性签名是什么意思？,0
13518,这是什么木的手串？,这是什么手串,1
13519,过保质期的啤酒还能喝吗,啤酒有保质期吗,0
13520,坐哪一路公交看北京的夜景比较好,北京哪里的楼看夜景比较好？,0
13521,恩施唯一视觉婚纱摄影馆怎么样?,遂平婚纱摄影唯一视觉招化妆师吗,0
13522,瘦腿的最快方法,瘦腿瘦腰的最快方法,1
13523,哪里有水果批发市场,水果批发市场在哪里,1
13524,中国国内有多少个杀毒厂商？,中国有多少个国内汽车品牌,0
13525,河南什么地方好玩,河南有什么好玩的地方？,1
13526,姐妹结婚。送什么好啊,姐妹结婚唱什么歌,0
13527,马航有消息了,马航有消息没,1
13528,谁知道这是什么品种的核桃？,有知道这是什么品种核桃,1
13529,提供一下您的截图.辛苦您了.,请您提供一下您下载的30天的账单的截图，辛苦您了。,0
13530,河南工业大学贴吧,鄂州职业大学贴吧,0
13531,怎样让自己的眉毛浓密？,怎样能使眉毛变的浓密呢？,1
13532,春运从什么时候开始,什么时候开始春运,1
13533,关于人心的成语,坐、等、靠的反义词,0
13534,组词鬼什么好听,隆跟什么字组词好听,0
13535,您看需要创建吗,您好.建议您通过电话了解情况.,0
13536,抓野猪怎样下夹子,山西太原哪卖捕猎野猪夹子的？,0
13537,请问：今天是农历几月几号了，,今天农历属什么,0
13538,成语什么质彬彬,成语什么什么彬彬,1
13539,为什么苹果手机下载不了掌上公交？,苹果手机为什么打不开香信掌上富软件,0
13540,手机上怎么看湖南卫视的直播,手机怎么看湖南卫视直播,1
13541,坦克是那个国家发明的?,"是谁发明了坦克,是那个国家的",0
13542,山东的省会是哪里，？,山东的省会是哪里？,1
13543,逆战天赋加什么好？,逆战天赋升什么好,0
13544,笑傲江湖哪个版本好？,哪个版本电视剧笑傲江湖最好,1
13545,贾斯汀比伯的真实女友是谁？,贾斯汀比伯13岁的女朋友是谁？,0
13546,看电影用什么播放器好？,看电影用什么播放器好,1
